title,tmdbId,rating,runtime,release_year
Iron Man,1726,3.8151393002084024,126,2008
Pirates of the Caribbean: The Curse of the Black Pearl,22,3.78053035589672,143,2003
Up,14160,3.950442526524107,96,2009
Finding Nemo,12,3.816499739854316,100,2003
Spider-Man,557,3.4794444300618728,121,2002
WALL·E,10681,4.007613832420674,98,2008
"Monsters, Inc.",585,3.8374424363541575,92,2001
The Incredibles,9806,3.8482381882642374,115,2004
Kill Bill: Vol. 1,24,3.853561537609397,111,2003
Shrek,808,3.740491211436071,90,2001
Ratatouille,2062,3.832298577358356,111,2007
Pirates of the Caribbean: Dead Man's Chest,58,3.465271635398726,151,2006
I Am Legend,6479,3.5128092089150122,101,2007
Catch Me If You Can,640,3.9567810203870444,141,2002
Spider-Man 2,558,3.4492941568787305,127,2004
Memento,77,4.141600506914161,113,2000
Eternal Sunshine of the Spotless Mind,38,4.065293720459148,108,2004
Pirates of the Caribbean: At World's End,285,3.3906361224357733,169,2007
Spider-Man 3,559,2.8724010878147195,139,2007
Kill Bill: Vol. 2,393,3.8244819173748703,136,2004
Cars,920,3.3147056310347778,117,2006
Star Wars: Episode III - Revenge of the Sith,1895,3.3887094820974455,140,2005
Twilight,8966,2.374859265931098,122,2008
Ice Age,425,3.5244532389085594,81,2002
Star Wars: Episode II - Attack of the Clones,1894,3.023691409812147,142,2002
The Curious Case of Benjamin Button,4922,3.5886177235447083,166,2008
Donnie Darko,141,3.9355325510549473,114,2001
Zombieland,19908,3.736487844082782,88,2009
Shrek 2,809,3.474848670599954,93,2004
2012,14161,2.7456476108161505,158,2009
The Incredible Hulk,1724,3.094558599695584,114,2008
No Country for Old Men,6977,4.050814344142564,122,2007
Ocean's Eleven,161,3.8133658441905034,116,2001
The Notebook,11036,3.6423250102333187,123,2004
Cast Away,8358,3.683695652173915,143,2000
X-Men,36657,3.535032478802003,104,2000
Kung Fu Panda,9502,3.619402074435632,90,2008
Transformers,1858,3.0468259895444363,143,2007
The Matrix Reloaded,604,3.372616054968995,138,2003
Madagascar,953,3.357231149567366,86,2005
Bruce Almighty,310,3.2271734273372727,101,2003
X-Men Origins: Wolverine,2080,3.139561196379379,107,2009
Zodiac,1949,3.7899035779743397,157,2007
A Beautiful Mind,453,3.9586037579912015,135,2001
X2,36658,3.569975688816857,133,2003
(500) Days of Summer,19913,3.7187519559366593,95,2009
Star Trek,13475,3.8002496584860337,127,2009
Men in Black II,608,3.041389760221171,88,2002
Requiem for a Dream,641,3.98392337951086,102,2000
The Pursuit of Happyness,1402,3.841399539073958,117,2006
The Matrix Revolutions,605,3.2361703025444126,129,2003
Ice Age: The Meltdown,950,3.234403669724771,91,2006
Into the Wild,5915,3.8492090902811356,148,2007
X-Men: The Last Stand,36668,3.208562647416196,104,2006
Hancock,8960,3.1234928754110354,92,2008
The Da Vinci Code,591,3.1727983008419938,149,2006
The Twilight Saga: New Moon,18239,2.3173600792471523,131,2009
Unbreakable,9741,3.509035712578287,106,2000
Watchmen,13183,3.6925540667606973,163,2009
Saw,176,3.287941382804586,103,2004
Shrek the Third,810,2.8864635678391957,93,2007
Corpse Bride,3933,3.5451229262442534,77,2005
Minority Report,180,3.6975237996150456,145,2002
Transformers: Revenge of the Fallen,8373,2.6644152150728746,149,2009
War of the Worlds,74,3.156419923149424,117,2005
Ice Age: Dawn of the Dinosaurs,8355,3.256753526177385,94,2009
Indiana Jones and the Kingdom of the Crystal Skull,217,2.8696197991391674,122,2008
Sin City,187,3.7588970194538636,124,2005
The Day After Tomorrow,435,3.0702453562517333,124,2004
The Simpsons Movie,35,3.383837980346729,87,2007
The Terminal,594,3.6227132505918647,128,2004
Coraline,14836,3.7475442043222005,100,2009
Juno,7326,3.7047397692371535,96,2007
Ocean's Twelve,163,3.3402756967335927,125,2004
Big Fish,587,3.7980019934758964,125,2003
50 First Dates,1824,3.2785636929741435,99,2004
Superbad,8363,3.7673396371070775,113,2007
Jurassic Park III,331,2.736899090515374,92,2001
Cloverfield,7191,3.333593054318788,85,2008
Click,9339,2.881752779594506,107,2006
Little Miss Sunshine,773,3.861156563036279,102,2006
The Mummy Returns,1734,2.9901787032934566,130,2001
Madagascar: Escape 2 Africa,10527,3.184406678592725,89,2008
Seven Pounds,11321,3.698155047010821,123,2008
Scary Movie,4247,2.7364827962861824,88,2000
Yes Man,10201,3.3730407523510975,104,2008
The 40 Year Old Virgin,6957,3.4568008759269397,116,2005
The Proposal,18240,3.4845818291215407,108,2009
Mission: Impossible III,956,3.369313850063531,126,2006
Mission: Impossible II,955,2.982519996405141,123,2000
The Emperor's New Groove,11688,3.650782547870944,78,2000
Mystic River,322,3.8169080817652636,138,2003
There Will Be Blood,7345,4.0315606041048175,158,2007
Pearl Harbor,676,2.836776407037011,183,2001
Shark Tale,10555,2.73304889298893,90,2004
The Blind Side,22881,3.6673039261400717,129,2009
Ocean's Thirteen,298,3.520907601888428,122,2007
National Treasure,2059,3.388751298234401,131,2004
A.I. Artificial Intelligence,644,3.2910595065312056,146,2001
The Polar Express,5255,3.082988369800906,100,2004
Lilo & Stitch,11544,3.5579603040540535,85,2002
Bolt,13053,3.2649999999999997,98,2008
Meet the Parents,1597,3.3842333464722096,108,2000
Ghost Rider,1250,2.4793621013133196,114,2007
Cloudy with a Chance of Meatballs,22794,3.3379996316080307,90,2009
