title,tmdbId,rating,runtime,release_year
Fight Club,550,4.228779806548385,139,1999
Pulp Fiction,680,4.196968773181317,154,1994
Forrest Gump,13,4.0527438781207605,142,1994
The Shawshank Redemption,278,4.4046138600394436,142,1994
The Matrix,603,4.156436551253627,136,1999
Titanic,597,3.4019271527519814,194,1997
Se7en,807,4.087198647666592,127,1995
Toy Story,862,3.897437569749409,81,1995
The Lion King,8587,3.833155401995421,89,1994
The Truman Show,37165,3.891832804712285,103,1998
The Green Mile,497,4.035557551648913,189,1999
Jurassic Park,329,3.698622944718408,127,1993
The Silence of the Lambs,274,4.1483670984169185,119,1991
Saving Private Ryan,857,4.0487424616228065,169,1998
Schindler's List,424,4.2369903451637825,195,1993
Star Wars: Episode I - The Phantom Menace,1893,3.063492481500009,136,1999
Reservoir Dogs,500,4.092682369083011,99,1992
Toy Story 2,863,3.8120429581127784,92,1999
Men in Black,607,3.5937564520791176,98,1997
Edward Scissorhands,162,3.725887970999337,105,1990
GoodFellas,769,4.1884270171178235,145,1990
American Beauty,14,4.093050738205594,122,1999
Good Will Hunting,489,4.091108531402489,127,1997
The Sixth Sense,745,4.003209963164357,107,1999
American History X,73,4.130443708779226,119,1998
Aladdin,812,3.7073173149359646,95,1992
Home Alone,771,3.1783075502193494,103,1990
Jumanji,8844,3.2757576805978412,104,1995
Back to the Future Part III,196,3.367652679049149,119,1990
The Usual Suspects,629,4.265070110701108,106,1995
The Mask,854,3.186904791661457,101,1994
Braveheart,197,3.9886301488155187,177,1995
Beauty and the Beast,10020,3.679188234724978,84,1991
Mulan,10674,3.7641236280385155,88,1998
Independence Day,602,3.3810988396476973,145,1996
Home Alone 2: Lost in New York,772,2.7313074565883566,120,1992
A Bug's Life,9487,3.558105176540994,95,1998
The Nightmare Before Christmas,9479,3.7421494574594525,76,1993
The Mummy,564,3.2302307323243333,124,1999
Mission: Impossible,954,3.411180298047996,110,1996
The Lost World: Jurassic Park,330,3.0120604855588144,129,1997
Twelve Monkeys,63,3.9101854364540904,129,1995
